time,Long_Channel_Flux
2024-03-19 23:59:59,3.519385e-06
2024-03-20 00:00:00,3.5335338e-06
2024-03-20 00:00:01,3.5136104e-06
2024-03-20 00:00:02,3.5309613e-06
2024-03-20 00:00:03,3.519385e-06
2024-03-20 00:00:04,3.5206579e-06
2024-03-20 00:00:05,3.5084656e-06
2024-03-20 00:00:06,3.5020207e-06
2024-03-20 00:00:07,3.5239004e-06
2024-03-20 00:00:08,3.5316043e-06
2024-03-20 00:00:09,3.5168125e-06
2024-03-20 00:00:10,3.5328906e-06
2024-03-20 00:00:11,3.518742e-06
2024-03-20 00:00:12,3.5020344e-06
2024-03-20 00:00:13,3.5238868e-06
2024-03-20 00:00:14,3.5045932e-06
2024-03-20 00:00:15,3.5232438e-06
2024-03-20 00:00:16,3.4930172e-06
2024-03-20 00:00:17,3.5258026e-06
2024-03-20 00:00:18,3.500078e-06
2024-03-20 00:00:19,3.5110245e-06
2024-03-20 00:00:20,3.4962463e-06
2024-03-20 00:00:21,3.5090952e-06
2024-03-20 00:00:22,3.503307e-06
2024-03-20 00:00:23,3.5039502e-06
2024-03-20 00:00:24,3.4904176e-06
2024-03-20 00:00:25,3.4878722e-06
2024-03-20 00:00:26,3.5065227e-06
2024-03-20 00:00:27,3.497519e-06
2024-03-20 00:00:28,3.5168125e-06
2024-03-20 00:00:29,3.5103812e-06
2024-03-20 00:00:30,3.5155263e-06
2024-03-20 00:00:31,3.480798e-06
2024-03-20 00:00:32,3.4910743e-06
2024-03-20 00:00:33,3.4981756e-06
2024-03-20 00:00:34,3.5013777e-06
2024-03-20 00:00:35,3.4724371e-06
2024-03-20 00:00:36,3.5000915e-06
2024-03-20 00:00:37,3.4936602e-06
2024-03-20 00:00:38,3.4763095e-06
2024-03-20 00:00:39,3.5058795e-06
2024-03-20 00:00:40,3.4833704e-06
2024-03-20 00:00:41,3.4968757e-06
2024-03-20 00:00:42,3.4904447e-06
2024-03-20 00:00:43,3.481441e-06
2024-03-20 00:00:44,3.4942898e-06
2024-03-20 00:00:45,3.473067e-06
2024-03-20 00:00:46,3.4640766e-06
2024-03-20 00:00:47,3.4801546e-06
2024-03-20 00:00:48,3.4730804e-06
2024-03-20 00:00:49,3.4717941e-06
2024-03-20 00:00:50,3.4769391e-06
2024-03-20 00:00:51,3.4808113e-06
2024-03-20 00:00:52,3.4743666e-06
2024-03-20 00:00:53,3.4769391e-06
2024-03-20 00:00:54,3.4717807e-06
2024-03-20 00:00:55,3.4692216e-06
2024-03-20 00:00:56,3.4775821e-06
2024-03-20 00:00:57,3.4737234e-06
2024-03-20 00:00:58,3.4672923e-06
2024-03-20 00:00:59,3.4524871e-06
2024-03-20 00:01:00,3.4724508e-06
2024-03-20 00:01:01,3.4525006e-06
2024-03-20 00:01:02,3.4763095e-06
2024-03-20 00:01:03,3.4679354e-06
2024-03-20 00:01:04,3.456989e-06
2024-03-20 00:01:05,3.4621473e-06
2024-03-20 00:01:06,3.466649e-06
2024-03-20 00:01:07,3.4775821e-06
2024-03-20 00:01:08,3.4531436e-06
2024-03-20 00:01:09,3.4595882e-06
2024-03-20 00:01:10,3.4582886e-06
2024-03-20 00:01:11,3.457659e-06
2024-03-20 00:01:12,3.4460559e-06
2024-03-20 00:01:13,3.4653629e-06
2024-03-20 00:01:14,3.4479986e-06
2024-03-20 00:01:15,3.455716e-06
2024-03-20 00:01:16,3.4524871e-06
2024-03-20 00:01:17,3.4672787e-06
2024-03-20 00:01:18,3.4576456e-06
2024-03-20 00:01:19,3.4428538e-06
2024-03-20 00:01:21,3.4274321e-06
2024-03-20 00:01:22,3.4351228e-06
2024-03-20 00:01:23,3.4518573e-06
2024-03-20 00:01:24,3.4312775e-06
2024-03-20 00:01:25,3.4460693e-06
2024-03-20 00:01:26,3.444783e-06
2024-03-20 00:01:27,3.4428672e-06
2024-03-20 00:01:28,3.4512143e-06
2024-03-20 00:01:29,3.4267891e-06
2024-03-20 00:01:30,3.4325637e-06
2024-03-20 00:01:31,3.433207e-06
2024-03-20 00:01:32,3.4345067e-06
2024-03-20 00:01:33,3.442197e-06
2024-03-20 00:01:34,3.4338634e-06
2024-03-20 00:01:35,3.4190582e-06
2024-03-20 00:01:37,3.4203445e-06
2024-03-20 00:01:38,3.422917e-06
2024-03-20 00:01:39,3.438995e-06
