time,Long_Channel_Flux
2024-03-22 00:00:00,2.7052588e-06
2024-03-22 00:00:01,2.7059018e-06
2024-03-22 00:00:02,2.7309836e-06
2024-03-22 00:00:03,2.7091046e-06
2024-03-22 00:00:04,2.7193946e-06
2024-03-22 00:00:05,2.7129634e-06
2024-03-22 00:00:06,2.726469e-06
2024-03-22 00:00:07,2.7193946e-06
2024-03-22 00:00:08,2.7187514e-06
2024-03-22 00:00:09,2.7078183e-06
2024-03-22 00:00:10,2.7103908e-06
2024-03-22 00:00:11,2.7090916e-06
2024-03-22 00:00:12,2.7136064e-06
2024-03-22 00:00:13,2.7142496e-06
2024-03-22 00:00:14,2.7283982e-06
2024-03-22 00:00:15,2.7245653e-06
2024-03-22 00:00:16,2.7187514e-06
2024-03-22 00:00:17,2.7103908e-06
2024-03-22 00:00:18,2.7129634e-06
2024-03-22 00:00:19,2.723266e-06
2024-03-22 00:00:20,2.7110339e-06
2024-03-22 00:00:21,2.712976e-06
2024-03-22 00:00:22,2.7354597e-06
2024-03-22 00:00:23,2.716822e-06
2024-03-22 00:00:24,2.7361027e-06
2024-03-22 00:00:25,2.7129634e-06
2024-03-22 00:00:26,2.728424e-06
2024-03-22 00:00:27,2.7238964e-06
2024-03-22 00:00:28,2.7354727e-06
2024-03-22 00:00:29,2.7084614e-06
2024-03-22 00:00:30,2.7354727e-06
2024-03-22 00:00:31,2.7180954e-06
2024-03-22 00:00:32,2.7245524e-06
2024-03-22 00:00:33,2.7136193e-06
2024-03-22 00:00:34,2.7136193e-06
2024-03-22 00:00:35,2.7245394e-06
2024-03-22 00:00:36,2.7174524e-06
2024-03-22 00:00:37,2.7232531e-06
2024-03-22 00:00:38,2.6975283e-06
2024-03-22 00:00:39,2.711677e-06
2024-03-22 00:00:40,2.732257e-06
2024-03-22 00:00:41,2.727112e-06
2024-03-22 00:00:42,2.717478e-06
2024-03-22 00:00:43,2.7136064e-06
2024-03-22 00:00:44,2.7194203e-06
2024-03-22 00:00:45,2.7200376e-06
2024-03-22 00:00:46,2.7309836e-06
2024-03-22 00:00:47,2.718121e-06
2024-03-22 00:00:48,2.7039596e-06
2024-03-22 00:00:49,2.7393314e-06
2024-03-22 00:00:50,2.7316266e-06
2024-03-22 00:00:51,2.732257e-06
2024-03-22 00:00:52,2.7451194e-06
2024-03-22 00:00:53,2.6943128e-06
2024-03-22 00:00:54,2.7245524e-06
2024-03-22 00:00:55,2.7226101e-06
2024-03-22 00:00:56,2.7193946e-06
2024-03-22 00:00:57,2.727112e-06
2024-03-22 00:00:58,2.717478e-06
2024-03-22 00:00:59,2.7245653e-06
2024-03-22 00:01:00,2.7303404e-06
2024-03-22 00:01:01,2.7206936e-06
2024-03-22 00:01:02,2.7129374e-06
2024-03-22 00:01:03,2.7213239e-06
2024-03-22 00:01:04,2.7155486e-06
2024-03-22 00:01:05,2.7052458e-06
2024-03-22 00:01:06,2.7251826e-06
2024-03-22 00:01:07,2.727112e-06
2024-03-22 00:01:08,2.7284111e-06
2024-03-22 00:01:09,2.7181084e-06
2024-03-22 00:01:10,2.7258257e-06
2024-03-22 00:01:11,2.7251826e-06
2024-03-22 00:01:12,2.7361157e-06
2024-03-22 00:01:13,2.7116898e-06
2024-03-22 00:01:14,2.7361157e-06
2024-03-22 00:01:15,2.721967e-06
2024-03-22 00:01:16,2.7258386e-06
2024-03-22 00:01:17,2.7309836e-06
2024-03-22 00:01:18,2.7354727e-06
2024-03-22 00:01:19,2.7290541e-06
2024-03-22 00:01:20,2.7129634e-06
2024-03-22 00:01:21,2.7329002e-06
2024-03-22 00:01:22,2.7348424e-06
2024-03-22 00:01:23,2.7142496e-06
2024-03-22 00:01:24,2.7329002e-06
2024-03-22 00:01:25,2.7283982e-06
2024-03-22 00:01:26,2.7187514e-06
2024-03-22 00:01:27,2.74256e-06
2024-03-22 00:01:28,2.7277422e-06
2024-03-22 00:01:29,2.7258257e-06
2024-03-22 00:01:30,2.7322699e-06
2024-03-22 00:01:31,2.7406174e-06
2024-03-22 00:01:32,2.7283982e-06
2024-03-22 00:01:33,2.7284111e-06
2024-03-22 00:01:34,2.7361157e-06
2024-03-22 00:01:35,2.7277551e-06
2024-03-22 00:01:36,2.7277551e-06
2024-03-22 00:01:37,2.7406174e-06
2024-03-22 00:01:38,2.7361027e-06
2024-03-22 00:01:39,2.7283982e-06
2024-03-22 00:01:40,2.722623e-06
2024-03-22 00:01:41,2.731614e-06
2024-03-22 00:01:42,2.748335e-06
2024-03-22 00:01:43,2.738058e-06
2024-03-22 00:01:44,2.737415e-06
2024-03-22 00:01:45,2.7277551e-06
2024-03-22 00:01:46,2.732257e-06
2024-03-22 00:01:47,2.7251826e-06
2024-03-22 00:01:48,2.727112e-06
2024-03-22 00:01:49,2.7361157e-06
2024-03-22 00:01:50,2.7290414e-06
2024-03-22 00:01:51,2.7277551e-06
2024-03-22 00:01:52,2.7611975e-06
2024-03-22 00:01:53,2.7245394e-06
2024-03-22 00:01:54,2.7322442e-06
2024-03-22 00:01:55,2.7419037e-06
2024-03-22 00:01:56,2.7341864e-06
2024-03-22 00:01:57,2.7206806e-06
2024-03-22 00:01:58,2.7489782e-06
2024-03-22 00:01:59,2.736746e-06
2024-03-22 00:02:00,2.7335689e-06
2024-03-22 00:02:01,2.7354727e-06
2024-03-22 00:02:02,2.737402e-06
2024-03-22 00:02:03,2.7393314e-06
2024-03-22 00:02:04,2.7457625e-06
2024-03-22 00:02:05,2.7386882e-06
2024-03-22 00:02:06,2.7380452e-06
2024-03-22 00:02:07,2.7509075e-06
2024-03-22 00:02:08,2.7329002e-06
2024-03-22 00:02:09,2.7258386e-06
2024-03-22 00:02:10,2.7283982e-06
2024-03-22 00:02:11,2.7303277e-06
2024-03-22 00:02:12,2.7329002e-06
2024-03-22 00:02:13,2.753467e-06
2024-03-22 00:02:14,2.7393314e-06
2024-03-22 00:02:15,2.7502645e-06
2024-03-22 00:02:16,2.7624967e-06
2024-03-22 00:02:17,2.748348e-06
2024-03-22 00:02:18,2.7341991e-06
2024-03-22 00:02:19,2.7303277e-06
2024-03-22 00:02:20,2.7303404e-06
2024-03-22 00:02:21,2.7290414e-06
2024-03-22 00:02:22,2.737402e-06
2024-03-22 00:02:23,2.7354727e-06
2024-03-22 00:02:24,2.7451324e-06
2024-03-22 00:02:25,2.74256e-06
2024-03-22 00:02:26,2.731614e-06
2024-03-22 00:02:27,2.7252083e-06
2024-03-22 00:02:28,2.7438462e-06
2024-03-22 00:02:29,2.7496212e-06
2024-03-22 00:02:30,2.7573387e-06
2024-03-22 00:02:31,2.7283982e-06
2024-03-22 00:02:32,2.732257e-06
2024-03-22 00:02:33,2.7361157e-06
2024-03-22 00:02:34,2.7509075e-06
2024-03-22 00:02:35,2.742547e-06
2024-03-22 00:02:36,2.7283982e-06
2024-03-22 00:02:37,2.7290541e-06
2024-03-22 00:02:38,2.7219928e-06
2024-03-22 00:02:39,2.742534e-06
2024-03-22 00:02:40,2.7361157e-06
2024-03-22 00:02:41,2.7412736e-06
2024-03-22 00:02:42,2.7419037e-06
2024-03-22 00:02:43,2.7406304e-06
2024-03-22 00:02:44,2.7393314e-06
2024-03-22 00:02:45,2.7528497e-06
2024-03-22 00:02:46,2.7406174e-06
2024-03-22 00:02:47,2.7341991e-06
2024-03-22 00:02:48,2.7399874e-06
2024-03-22 00:02:49,2.7348424e-06
2024-03-22 00:02:50,2.7412607e-06
2024-03-22 00:02:51,2.7348294e-06
2024-03-22 00:02:52,2.7470617e-06
2024-03-22 00:02:53,2.732913e-06
2024-03-22 00:02:54,2.7213239e-06
2024-03-22 00:02:55,2.7367716e-06
2024-03-22 00:02:56,2.7521937e-06
2024-03-22 00:02:57,2.7567085e-06
2024-03-22 00:02:58,2.7316266e-06
2024-03-22 00:02:59,2.7412607e-06
2024-03-22 00:03:00,2.7303404e-06
2024-03-22 00:03:01,2.7406304e-06
2024-03-22 00:03:02,2.7168348e-06
2024-03-22 00:03:03,2.7464187e-06
2024-03-22 00:03:04,2.7496212e-06
2024-03-22 00:03:05,2.7464057e-06
2024-03-22 00:03:06,2.747692e-06
2024-03-22 00:03:07,2.7277551e-06
2024-03-22 00:03:08,2.7547662e-06
2024-03-22 00:03:09,2.7361286e-06
2024-03-22 00:03:10,2.743203e-06
2024-03-22 00:03:11,2.732257e-06
2024-03-22 00:03:12,2.747679e-06
2024-03-22 00:03:13,2.747692e-06
2024-03-22 00:03:14,2.7457625e-06
2024-03-22 00:03:15,2.7521937e-06
2024-03-22 00:03:16,2.7515634e-06
2024-03-22 00:03:17,2.742547e-06
2024-03-22 00:03:18,2.7515507e-06
2024-03-22 00:03:19,2.7412736e-06
2024-03-22 00:03:20,2.7515507e-06
2024-03-22 00:03:21,2.7509075e-06
2024-03-22 00:03:22,2.7470487e-06
2024-03-22 00:03:23,2.74319e-06
2024-03-22 00:03:24,2.7528497e-06
2024-03-22 00:03:25,2.7361157e-06
2024-03-22 00:03:26,2.7566957e-06
2024-03-22 00:03:27,2.758625e-06
2024-03-22 00:03:28,2.7663425e-06
2024-03-22 00:03:29,2.7406304e-06
2024-03-22 00:03:30,2.7515634e-06
2024-03-22 00:03:31,2.754136e-06
2024-03-22 00:03:32,2.7406047e-06
2024-03-22 00:03:33,2.7496342e-06
2024-03-22 00:03:34,2.747705e-06
2024-03-22 00:03:35,2.7579947e-06
2024-03-22 00:03:36,2.7393314e-06
2024-03-22 00:03:37,2.7341864e-06
2024-03-22 00:03:38,2.7676288e-06
2024-03-22 00:03:39,2.7599242e-06
2024-03-22 00:03:40,2.7618405e-06
2024-03-22 00:03:41,2.753467e-06
2024-03-22 00:03:42,2.7541103e-06
2024-03-22 00:03:43,2.7470487e-06
2024-03-22 00:03:44,2.7702013e-06
2024-03-22 00:03:45,2.7618535e-06
2024-03-22 00:03:46,2.7560654e-06
2024-03-22 00:03:47,2.7727738e-06
2024-03-22 00:03:48,2.7759893e-06
2024-03-22 00:03:49,2.753493e-06
2024-03-22 00:03:50,2.7701883e-06
2024-03-22 00:03:51,2.7657122e-06
2024-03-22 00:03:52,2.7618405e-06
2024-03-22 00:03:53,2.7676417e-06
2024-03-22 00:03:54,2.7759893e-06
2024-03-22 00:03:55,2.7875526e-06
2024-03-22 00:03:56,2.7631268e-06
2024-03-22 00:03:57,2.7978556e-06
2024-03-22 00:03:58,2.774716e-06
2024-03-22 00:03:59,2.7759893e-06
2024-03-22 00:04:00,2.7984986e-06
2024-03-22 00:04:01,2.7824206e-06
2024-03-22 00:04:02,2.7933536e-06
2024-03-22 00:04:03,2.7779188e-06
2024-03-22 00:04:04,2.7933536e-06
2024-03-22 00:04:05,2.7817903e-06
2024-03-22 00:04:06,2.7920673e-06
2024-03-22 00:04:07,2.7792048e-06
2024-03-22 00:04:08,2.7984986e-06
2024-03-22 00:04:09,2.7914243e-06
2024-03-22 00:04:10,2.795296e-06
2024-03-22 00:04:11,2.8042866e-06
2024-03-22 00:04:12,2.8023703e-06
2024-03-22 00:04:13,2.810718e-06
2024-03-22 00:04:14,2.806229e-06
2024-03-22 00:04:15,2.795926e-06
2024-03-22 00:04:16,2.8190914e-06
2024-03-22 00:04:17,2.801727e-06
2024-03-22 00:04:18,2.8023574e-06
2024-03-22 00:04:19,2.8287254e-06
2024-03-22 00:04:20,2.8139336e-06
2024-03-22 00:04:21,2.82614e-06
2024-03-22 00:04:22,2.831941e-06
2024-03-22 00:04:23,2.8222942e-06
2024-03-22 00:04:24,2.8248796e-06
2024-03-22 00:04:25,2.815863e-06
2024-03-22 00:04:26,2.8293684e-06
2024-03-22 00:04:27,2.8345264e-06
2024-03-22 00:04:28,2.837099e-06
2024-03-22 00:04:29,2.8377551e-06
2024-03-22 00:04:30,2.81522e-06
2024-03-22 00:04:31,2.8293814e-06
2024-03-22 00:04:32,2.8222942e-06
2024-03-22 00:04:33,2.853164e-06
2024-03-22 00:04:34,2.8229372e-06
2024-03-22 00:04:35,2.8345135e-06
2024-03-22 00:04:36,2.8383722e-06
2024-03-22 00:04:37,2.8499355e-06
2024-03-22 00:04:38,2.8454594e-06
2024-03-22 00:04:39,2.8415877e-06
2024-03-22 00:04:40,2.8486622e-06
2024-03-22 00:04:41,2.8396585e-06
2024-03-22 00:04:42,2.8338704e-06
2024-03-22 00:04:43,2.8441473e-06
2024-03-22 00:04:44,2.8454465e-06
2024-03-22 00:04:45,2.837729e-06
2024-03-22 00:04:46,2.8460897e-06
2024-03-22 00:04:47,2.8596082e-06
2024-03-22 00:04:48,2.842244e-06
2024-03-22 00:04:49,2.8493052e-06
2024-03-22 00:04:50,2.8486622e-06
2024-03-22 00:04:51,2.8570357e-06
2024-03-22 00:04:52,2.842874e-06
2024-03-22 00:04:53,2.8544503e-06
2024-03-22 00:04:54,2.8493052e-06
2024-03-22 00:04:55,2.853177e-06
2024-03-22 00:04:56,2.868599e-06
2024-03-22 00:04:57,2.8602383e-06
